HIP     Vmag    RA             DE       Plx     pmRA     pmDE   e_Plx   B-V
12155   11.73   39.160204   12.208208   21.56   233.51  -64.48  3.09    1.350
12189   6.48    39.251816   24.647257   24.92   137.08  -14.18  1.05    0.510
12225   5.30    39.351104   -52.543088  22.49   111.29  1.05    1.84    0.289
12394   4.12    39.896765   -68.266948  21.27   87.40   0.56    0.50    -0.061
12411   8.30    39.948195   -33.899087  24.97   77.67   -396.02 0.90    0.708
12436   9.44    40.013098   -61.353797  24.94   37.78   -183.33 0.93    1.027
12484   5.21    40.164916   -54.549924  20.49   32.76   5.24    0.56    0.411
12486   4.11    40.166382   -39.855309  22.42   135.17  -27.34  0.57    1.006
12509   9.09    40.244132   39.079712   20.09   66.93   72.33   1.65    0.924
12512   8.59    40.260256   65.644123   20.22   112.42  -62.72  3.28    0.838
12517   8.55    40.276125   -51.441191  21.41   315.87  118.81  0.83    0.637
12545   10.28   40.357674   5.988581    24.67   82.32   -55.14  2.41    1.460
12562   5.98    40.392219   -14.549412  20.29   -5.85   55.86   0.94    0.429
12611   6.09    40.535147   -46.524212  24.47   9.99    -94.30  0.56    0.876
12635   10.21   40.587033   38.622806   22.27   106.95  -102.80 8.29    0.879
12685   8.28    40.744524   58.197795   22.11   -22.17  4.25    1.08    0.618
12716   8.04    40.856286   -37.928304  24.77   78.86   -73.06  0.80    0.745
12726   7.44    40.897930   -62.919109  20.69   -25.16  -38.17  1.32    0.588
12764   7.07    41.003599   -6.009372   22.73   141.92  12.18   0.87    0.534
12767   10.61   41.017642   -52.169869  21.13   219.81  99.43   1.44    1.024
12780   6.96    41.060453   -25.495519  23.80   164.51  51.88   2.46    0.634
12797   8.39    41.120743   -24.415025  22.68   -39.54  -257.69 1.06    0.772
12964   6.48    41.687736   -21.639562  22.18   76.06   16.84   0.76    0.387
12990   6.28    41.765011   35.554814   21.24   -39.11  -54.84  1.25    0.385
13118   6.94    42.181572   31.115614   22.73   212.44  -174.20 0.89    0.956
13173   12.04   42.356519   7.866468    20.51   -65.09  23.31   8.55    1.443
13209   3.61    42.495789   27.260790   20.45   65.47   -116.59 0.79    -0.100
13291   7.56    42.767495   30.286820   21.22   127.23  -32.90  0.92    0.584
13357   10.48   42.965454   -50.413264  22.40   297.35  86.78   1.28    1.197
13359   8.86    42.969977   -61.618261  23.36   146.09  132.24  0.85    0.851
13410   10.32   43.166246   5.718007    22.84   -78.92  -300.21 1.81    1.034
13456   8.17    43.319831   78.670665   20.68   144.01  24.98   0.74    0.686
13508   8.66    43.497058   -49.361706  20.56   87.89   98.16   0.83    0.672
13588   8.75    43.763774   61.910485   20.07   -21.57  -13.96  1.15    0.717
13678   9.03    44.050151   13.913188   23.04   -82.41  -72.34  1.54    0.810
13679   5.97    44.057202   8.381778    22.46   69.83   -88.32  0.89    0.478
13681   10.20   44.058148   -11.847039  21.35   257.06  -56.04  1.57    1.062
13701   3.89    44.106682   -8.897610   24.49   77.73   -219.99 0.72    1.088
13718   8.57    44.157446   -22.310320  24.62   168.62  90.79   1.13    0.781
13773   7.56    44.312089   1.887572    20.12   99.25   -101.38 1.50    0.577
13782   5.44    44.348755   -23.862077  20.54   101.47  -35.81  0.71    0.238
13785   9.33    44.367928   52.477616   24.81   393.77  -146.04 9.61    0.809
13847   2.88    44.565482   -40.304735  20.22   -53.53  25.71   0.54    0.128
13935   10.59   44.884889   -64.242973  21.91   -92.48  189.74  1.37    0.970
14001   8.94    45.070690   -9.039704   23.43   282.84  -84.93  1.15    0.902
14007   8.48    45.082105   -37.454559  21.21   16.12   27.87   0.88    0.677
14157   8.45    45.635924   -15.272735  20.56   103.08  49.88   1.37    0.860
14181   6.72    45.717560   47.110697   21.65   66.69   -60.36  0.82    0.596
14182   9.21    45.719254   52.249882   24.60   -125.57 143.70  1.72    1.042
14211   10.78   45.807011   22.369739   23.43   26.62   40.59   2.18    1.140
14232   6.38    45.875471   28.269956   20.01   66.87   -20.64  0.88    0.306
14235   7.10    45.883382   -10.974808  20.38   -26.96  -108.22 1.49    0.495
14237   7.69    45.898022   36.442120   23.21   163.85  -46.91  0.86    0.630
14240   5.12    45.903766   -59.737620  23.67   -72.81  -63.89  0.48    0.349
14293   5.26    46.068655   -7.600899   23.22   65.43   17.41   0.77    0.193
14530   8.39    46.907415   -72.321868  23.21   72.97   -9.07   0.76    0.771
14532   7.36    46.913451   36.618151   23.44   240.22  -217.79 0.86    0.672
14614   7.85    47.184434   15.335301   24.44   68.85   -194.89 1.04    0.642
14684   8.48    47.425976   -9.579333   24.90   89.84   -113.14 1.28    0.810
14705   9.06    47.498874   15.373920   21.30   -96.99  -281.02 1.37    0.825
14711   11.13   47.517497   12.997219   20.47   -120.41 -164.81 2.77    1.010
14739   6.90    47.580105   -74.297772  22.02   52.30   280.25  0.59    0.521
14809   8.51    47.807529   22.416169   20.24   56.04   -125.11 1.42    0.710
14857   7.05    47.968815   -39.023144  23.95   84.37   -29.64  0.71    0.561
14862   4.85    47.984327   74.393869   20.15   14.46   -86.21  0.54    0.035
14886   7.29    48.039766   37.217845   23.60   -32.74  -25.05  2.03    0.606
14913   5.92    48.106996   -44.419654  22.83   82.73   -2.61   0.78    0.440
14922   7.56    48.126158   43.860630   24.19   173.50  -23.28  1.03    0.604
14944   7.64    48.162929   71.555750   20.55   13.94   11.80   1.59    0.629
14976   8.15    48.261105   32.896599   23.73   184.52  -61.65  1.18    0.732
15020   11.90   48.402455   7.709406    24.82   -130.88 -300.64 4.10    1.440
15062   8.12    48.519994   18.304367   24.52   -15.30  -227.78 1.03    0.624
15070   10.10   48.556492   -31.955756  22.55   -137.71 -326.01 1.69    1.173
15155   10.26   48.838748   -70.295658  20.05   210.69  281.31  0.99    0.942
15199   7.85    48.972341   -14.798825  21.34   76.73   -119.03 0.95    0.614
15211   10.22   49.023753   -5.854273   20.68   340.67  -54.15  2.22    0.936
15247   7.48    49.169269   -3.530150   20.02   77.11   -45.72  0.90    0.534
15266   9.40    49.234452   31.031128   24.38   152.92  -243.73 1.75    0.900
15304   7.38    49.359535   7.655826    20.20   169.30  -7.64   1.18    0.567
15310   7.78    49.386169   7.690170    21.64   170.41  -7.48   1.33    0.617
15358   10.64   49.514128   -50.215242  22.71   347.62  -92.84  1.33    1.243
15374   11.91   49.562612   9.245111    24.54   123.52  15.81   3.95    1.341
15376   9.22    49.574012   -21.925487  22.55   143.82  196.81  1.30    0.766
15401   12.25   49.646313   10.312572   22.66   147.35  -80.83  4.44    1.485
15415   9.67    49.680357   75.994517   24.25   117.23  -155.66 1.24    1.037
15495   9.67    49.914871   33.600010   21.57   404.73  -556.22 1.60    0.834
15578   9.92    50.177034   -33.730337  22.47   293.78  95.99   1.44    1.037
15585   6.40    50.188236   -26.606562  20.59   41.60   22.84   0.73    0.542
15604   9.86    50.232840   66.911306   21.18   98.84   -176.14 1.48    1.002
15642   8.43    50.348931   -52.855445  22.28   122.92  130.70  0.80    0.730
15648   4.96    50.360863   43.329652   21.00   -60.43  -0.38   0.66    0.051
15657   10.70   50.405685   -46.296054  21.89   -26.71  295.22  1.52    1.103
15669   5.94    50.468216   49.071059   21.86   180.91  -63.45  0.69    0.468
15672   8.84    50.475217   53.487816   22.71   152.11  -111.10 1.28    0.701
15724   8.83    50.635627   17.725425   23.55   40.02   -29.15  1.71    0.882
15803   11.96   50.902536   -81.259513  21.26   147.16  174.60  2.28    
15875   10.28   51.119287   6.985090    24.70   -25.72  -30.67  2.19    1.280
15962   9.54    51.379709   -6.695479   21.37   35.99   -44.26  1.43    0.940
16039   9.71    51.640888   -53.162124  20.91   295.89  222.52  1.43    0.865
16144   11.41   52.008780   22.023859   24.37   341.88  -321.48 2.75    1.411
16169   8.23    52.086975   -6.530446   21.98   359.09  -196.07 1.19    0.619
16192   10.29   52.150018   -30.567521  24.51   -189.19 -82.98  3.14    0.603
16227   11.81   52.266093   1.668728    21.20   322.67  14.80   3.64    1.395
16324   10.40   52.607873   -22.048598  20.13   125.96  60.30   5.75    
16329   8.29    52.626386   20.103417   21.61   155.02  -63.38  1.48    0.739
16343   9.54    52.658680   40.319449   22.19   -17.46  -228.63 1.74    0.910
16348   7.45    52.666896   -19.435568  23.76   0.37    -7.01   1.07    0.666
16370   6.79    52.718640   -62.007990  21.25   39.01   18.21   0.58    0.534
16405   8.08    52.814556   20.768550   20.04   -112.36 -196.42 1.18    0.680
16477   10.54   53.047775   -8.129482   21.09   172.66  -81.38  1.97    1.067
16517   7.29    53.165926   35.659435   20.45   132.99  -58.12  0.96    0.503
16529   8.88    53.208232   23.692283   22.78   160.99  -40.55  1.26    0.844
16540   7.48    53.248789   -67.419307  20.44   -65.84  -75.21  0.59    0.521
16607   7.05    53.438571   -15.127589  20.06   -57.34  -128.54 0.85    0.455
16628   6.20    53.486722   -31.080300  23.54   -35.15  76.40   0.76    0.482
16641   6.14    53.534668   17.833583   23.57   95.50   -310.56 0.94    0.891
16646   10.30   53.551447   73.575481   20.82   -1.71   -70.37  1.48    1.200
16693   9.43    53.688409   -62.457024  24.56   56.72   78.02   0.93    0.900
16709   10.87   53.747931   34.611394   23.28   201.45  -166.29 2.28    1.225
16783   8.85    53.997149   -23.518032  21.35   -108.91 -44.85  1.34    0.784
16786   12.45   54.001367   8.760138    22.94   25.99   23.86   5.61    1.444
16788   7.65    54.013961   16.468080   22.25   -284.52 -276.33 1.14    0.580
16853   7.62    54.222178   -49.958018  24.00   89.96   1.82    0.66    0.592
16858   10.93   54.235377   -28.137044  23.66   -79.48  -247.16 9.07    
16860   8.86    54.242298   -28.130864  20.38   -72.58  -243.48 1.49    0.730
16933   9.63    54.476360   -2.511706   23.01   114.73  21.50   2.42    0.965
17015   8.98    54.726279   42.393728   20.24   189.75  -298.63 1.26    0.810
17022   6.73    54.738916   42.538598   23.61   -194.77 -132.90 1.86    0.614
17024   8.66    54.744758   0.796570    20.54   54.97   -21.45  1.15    0.706
17102   9.03    54.954120   33.473431   20.03   -39.81  -5.41   2.14    1.090
17118   6.81    54.994352   63.870761   22.93   129.42  -143.11 0.73    0.478
17126   8.21    55.021698   63.874948   23.92   137.58  -131.99 1.18    0.818
17129   6.82    55.030169   34.116460   21.88   -74.37  6.24    1.81    0.543
17183   6.96    55.196725   -2.332147   22.28   374.09  -220.87 0.91    0.954
17184   8.65    55.201126   -81.789623  20.29   134.91  201.71  0.82    0.692
17213   9.46    55.306241   75.399366   21.50   94.08   -136.65 2.04    1.100
17217   7.93    55.316535   45.895829   20.37   -49.74  4.39    2.27    0.665
17276   6.77    55.496224   -24.652152  24.61   163.15  -32.46  0.77    0.506
17278   11.86   55.501753   46.688769   23.08   -5.45   -217.02 4.18    0.461
17395   5.59    55.890994   -10.485611  23.30   -7.97   -20.23  0.94    0.216
17398   10.61   55.913099   -61.270131  23.67   66.11   133.27  1.32    1.230
17409   7.48    55.947529   42.603987   23.46   363.74  -258.51 0.89    0.583
17472   8.62    56.164410   10.178505   20.41   170.32  -231.35 1.20    0.660
17483   7.51    56.189388   -38.818141  22.71   -40.36  47.10   0.77    0.587
17535   10.88   56.316288   -60.909985  23.03   172.33  163.09  1.34    1.130
17621   11.13   56.625853   -22.300577  22.17   158.63  256.93  2.44    
17736   9.82    56.976306   52.468187   21.70   172.13  -276.43 1.85    0.956
17748   7.85    57.002769   -64.836826  23.65   332.98  99.53   0.87    0.658
17766   10.85   57.049001   7.146228    24.02   173.16  4.87    2.27    1.340
17790   8.50    57.124673   57.767623   20.32   75.21   1.61    1.04    0.648
17797   4.30    57.149262   -37.620129  20.23   75.83   -10.69  0.83    -0.038
17806   8.01    57.162728   -6.815811   22.93   -43.84  19.32   1.10    0.611
17903   8.89    57.432673   -13.886428  21.70   39.21   24.78   1.22    0.817
17950   6.47    57.567101   -1.522635   22.22   102.33  25.09   0.97    0.435
17960   7.50    57.595410   17.476980   21.50   114.24  -252.31 1.03    0.653
17962   9.46    57.603705   17.246563   21.37   130.19  -23.30  1.62    0.782
18018   10.17   57.762573   23.903768   24.72   150.93  -46.61  4.62    1.160
18071   11.51   57.934751   44.953094   21.41   23.21   55.14   3.01    1.194
18085   10.94   57.988076   -12.826247  22.01   163.32  -34.70  2.59    1.125
18170   5.97    58.291494   17.327156   24.14   143.97  -29.93  0.90    0.354
18187   7.22    58.363311   -41.222868  24.16   28.48   65.79   0.68    0.530
18253   11.94   58.566090   8.558833    24.61   238.12  -67.02  3.43    1.460
18261   7.97    58.594254   1.261904    22.13   22.34   -117.01 1.23    0.631
18327   8.99    58.776715   16.998537   24.16   148.37  -25.09  1.40    0.895
18339   5.99    58.817391   -12.099051  20.41   -76.94  -22.14  0.84    0.323
18388   7.06    58.955626   -4.526703   20.54   -13.39  -50.71  0.97    0.500
18433   7.84    59.119238   22.674961   21.41   174.27  -233.12 1.24    0.688
18453   5.28    59.151816   50.695692   24.51   94.13   -127.90 0.85    0.425
18471   5.62    59.216803   22.478250   22.31   69.43   -114.82 0.92    0.345
18606   5.85    59.718422   -5.469524   22.88   -46.75  -174.03 0.75    1.001
18707   9.57    60.112986   -34.850093  22.59   192.05  -17.40  1.24    0.934
18725   10.40   60.172306   54.786596   20.39   -77.67  -24.51  1.97    1.123
18735   5.89    60.202858   18.194069   21.99   129.49  -28.27  0.81    0.319
18828   9.20    60.525629   -36.616603  23.28   -57.71  -133.09 1.01    0.867
18893   6.91    60.747723   9.208885    22.70   93.22   -162.79 0.84    0.466
18918   10.36   60.825362   -22.815055  24.81   8.51    -158.19 1.85    1.190
18946   10.12   60.912353   19.455094   23.07   119.02  -34.19  2.12    1.095
19007   9.53    61.084441   -4.655583   24.23   63.33   185.41  1.53    0.816
19024   8.32    61.128308   0.246436    21.76   -202.70 -354.63 1.25    0.769
19095   5.59    61.405433   -27.652036  23.16   200.52  94.21   0.68    0.324
19148   7.85    61.566899   15.698168   21.41   118.53  -19.59  1.47    0.593
19206   6.88    61.752643   -10.000110  24.00   -127.56 -141.56 0.92    0.576
19207   10.49   61.754794   15.335078   23.57   122.63  -18.96  2.26    1.180
19232   8.49    61.836520   -27.425069  21.79   -62.89  -242.44 1.12    0.832
19261   6.02    61.924609   15.162843   21.27   127.06  -22.75  1.03    0.397
19302   6.07    62.064424   37.727972   22.66   -100.33 -197.03 0.70    0.943
19316   11.28   62.110817   12.191872   24.90   115.35  -13.05  2.59    1.327
19400   6.25    62.342339   54.829088   21.09   71.89   -93.20  0.80    0.448
19410   10.61   62.360045   -14.698340  22.89   -71.03  -6.63   2.21    1.120
19454   5.84    62.500933   86.626352   24.44   142.70  -87.62  0.55    0.393
19467   7.16    62.530789   -61.598755  24.52   11.35   -78.90  0.53    0.551
19481   8.11    62.590083   12.077399   23.85   168.24  89.45   1.26    0.741
19504   6.61    62.676201   18.423329   23.22   123.92  -31.41  0.92    0.427
19758   6.77    63.539787   -46.132214  22.27   160.08  -91.94  0.64    0.577
19781   8.45    63.606610   14.625083   21.91   105.61  -19.86  1.27    0.693
19786   8.05    63.613275   12.435347   22.19   117.48  -9.35   1.45    0.640
19793   8.05    63.634326   23.575062   21.69   121.09  -48.34  1.14    0.657
19796   7.11    63.642792   10.701400   21.08   119.81  -5.22   0.97    0.514
19808   10.69   63.716101   13.054999   22.67   114.46  -19.28  2.30    1.204
19814   10.60   63.740554   -5.630698   24.27   592.25  197.60  23.10   0.705
19875   8.92    63.937619   -45.969222  20.47   243.27  -123.09 0.85    0.764
19877   6.31    63.942560   15.400749   22.51   114.38  -22.07  0.82    0.400
19925   8.07    64.126154   -0.572385   24.81   -60.44  -172.87 0.98    0.669
20002   9.04    64.333916   -36.850308  20.40   79.89   30.54   1.06    0.797
20019   8.32    64.411969   16.947911   21.40   113.07  -21.39  1.24    0.756
20056   7.53    64.507366   18.256881   21.84   115.65  -31.23  1.14    0.681
20082   9.57    64.579998   16.088389   20.01   121.88  -19.72  1.91    0.980
20094   8.36    64.623547   35.992524   22.53   -141.19 -343.35 1.22    0.670
20130   8.62    64.741269   19.906790   23.53   113.95  -36.39  1.25    0.745
20146   8.47    64.783078   17.524822   21.24   112.80  -29.89  1.32    0.721
20187   9.81    64.903221   12.624369   20.13   168.47  -19.23  2.02    0.924
20199   8.26    64.939589   -41.960042  22.45   -40.44  -92.41  0.78    0.682
20205   3.65    64.948058   15.627700   21.17   115.29  -23.86  1.17    0.981
20215   6.85    64.978269   16.522677   23.27   121.27  -36.65  1.14    0.509
20219   5.58    64.990145   14.035250   22.31   115.42  -19.91  0.92    0.283
20237   7.46    65.053732   19.233563   22.27   115.67  -34.02  0.93    0.560
20255   6.11    65.104316   18.742725   21.12   119.59  -48.17  0.77    0.404
