HIP     Vmag    RA             DE       Plx     pmRA     pmDE   e_Plx   B-V
53537   7.94    164.290232  21.805379   20.22   -151.35 -214.42 1.01    0.624
53634   8.16    164.589671  59.281642   22.69   12.60   -51.89  0.92    0.707
53660   11.40   164.672841  -42.669365  22.68   -243.44 63.24   3.19    1.255
53667   11.13   164.703000  35.055079   20.08   -106.05 -363.34 2.00    1.119
53688   8.26    164.775375  40.983545   21.72   217.25  25.93   0.95    0.632
53699   5.70    164.807266  -33.737454  20.56   -4.53   -58.03  0.83    0.374
53725   8.21    164.881935  7.220539    20.30   -152.16 -204.03 1.05    0.648
53737   6.53    164.921771  11.705758   22.34   -228.43 45.19   0.89    0.443
53756   10.64   164.974212  43.167916   22.06   -130.07 -117.90 1.96    1.217
53791   6.03    165.086510  42.912021   21.98   -107.87 -122.13 0.75    0.584
53824   4.98    165.186801  6.101503    21.61   -51.03  -22.24  0.78    0.166
53869   9.73    165.317291  29.591437   21.43   310.22  -193.45 1.38    0.868
53873   11.67   165.330694  -23.867661  20.73   -383.61 203.28  3.02    1.240
53898   8.17    165.423016  20.831794   22.27   -207.70 -28.95  1.01    0.694
54040   8.45    165.866865  54.525564   24.45   -129.64 81.35   2.26    0.890
54094   10.02   166.029792  53.382487   20.34   7.24    -171.19 1.95    1.100
54114   8.87    166.089389  -78.868675  21.07   -223.50 55.00   0.91    0.809
54204   4.92    166.333469  -27.293596  22.98   -190.74 -6.87   0.74    0.369
54210   8.70    166.383947  38.275852   22.07   -336.73 57.56   1.09    0.689
54233   7.04    166.442706  50.172472   24.98   -99.74  -5.78   0.74    0.524
54299   9.03    166.631029  14.263145   22.37   210.44  -303.44 1.84    
54346   8.95    166.769363  9.619604    21.61   -180.60 -100.78 1.46    0.725
54362   10.56   166.829979  -30.820592  22.42   324.46  -383.71 1.98    1.162
54366   7.80    166.838463  -15.360742  20.45   -226.93 132.74  2.44    0.542
54422   12.17   167.050543  36.765226   21.87   -253.97 -245.93 3.15    0.900
54446   9.95    167.099179  -26.154338  21.17   45.09   -83.19  1.53    0.930
54539   3.00    167.416081  44.498553   22.21   -62.35  -27.38  0.68    1.144
54553   11.51   167.447555  15.523421   24.84   -82.58  -181.00 3.09    1.563
54597   9.83    167.608295  -29.413799  24.76   -8.56   -73.84  1.53    1.070
54603   10.88   167.626048  -31.766190  20.05   127.07  -118.32 10.85   1.180
54632   7.15    167.731266  81.732101   22.43   -89.97  -179.99 0.56    0.700
54681   8.26    167.907276  42.818183   21.80   -117.50 -242.43 1.04    0.646
54692   7.19    167.954368  42.832687   22.40   -130.55 -237.88 0.84    0.553
54728   8.15    168.067863  -1.186803   21.51   83.03   -160.65 1.00    0.637
54746   5.37    168.138107  -49.101078  20.02   -99.28  33.70   1.15    0.175
54804   8.11    168.294777  -18.164819  20.01   -341.28 -194.94 1.01    0.613
54846   9.54    168.430785  -63.402195  21.11   -203.37 -179.66 1.04    0.843
55043   7.90    169.014575  52.776347   22.14   157.85  53.54   4.00    0.601
55118   8.27    169.272311  21.297663   24.23   -206.49 -515.46 1.20    0.705
55159   8.18    169.397085  -38.380887  23.47   -254.76 25.18   1.04    0.668
55164   6.44    169.412011  -34.737307  21.42   -27.55  -16.83  0.79    0.408
55165   6.84    169.413151  -33.546332  24.53   76.69   -332.18 0.77    0.508
55235   8.73    169.666109  -10.126389  23.64   -276.25 73.01   1.25    0.828
55262   7.12    169.777927  13.390753   20.96   -145.96 -0.50   1.04    0.507
55409   8.00    170.216229  -23.216910  23.38   -199.60 -177.54 1.00    0.658
55455   6.69    170.362342  6.634957    23.23   -290.21 -0.34   0.91    0.523
55487   8.12    170.457556  -24.189685  20.82   40.48   -33.71  0.94    0.635
55505   8.89    170.522270  -24.777630  21.43   -85.45  -33.37  2.86    1.150
55598   5.08    170.841968  -18.779903  22.80   -305.91 -29.06  0.84    0.439
55599   9.14    170.846060  6.349535    20.69   -231.45 118.55  1.42    0.753
55628   8.51    170.944470  -38.489342  20.04   -72.99  -162.51 1.24    0.792
55638   8.80    170.965916  3.619202    23.70   -120.51 -113.41 1.32    0.785
55666   6.94    171.090861  -5.909746   21.11   -85.21  -94.31  0.89    0.541
55714   8.08    171.245329  -31.999317  20.55   -58.93  -0.41   0.97    0.665
55717   8.67    171.248058  28.943652   24.99   -290.85 -169.50 1.14    0.805
55761   7.86    171.382639  42.632584   23.26   -63.49  130.08  0.88    0.581
55765   5.58    171.401914  16.456551   21.15   -141.15 -4.89   0.80    0.390
55823   7.93    171.613556  20.518273   22.29   -108.50 -66.32  0.99    0.599
55922   10.60   171.918747  12.645307   23.02   -349.25 106.24  2.28    1.130
56145   6.67    172.619437  43.578317   22.21   -270.29 70.83   0.77    0.912
56186   7.17    172.755329  32.316133   24.53   -325.25 206.54  0.88    0.476
56229   9.80    172.902092  40.500412   23.25   -147.75 -35.16  3.30    1.210
56272   12.05   173.049247  0.618542    21.18   225.23  -350.50 4.04    1.444
56321   7.26    173.207821  18.002319   21.12   -138.56 12.86   0.95    0.513
56337   8.83    173.237488  52.523737   22.33   59.35   -10.57  1.22    0.723
56381   11.68   173.369788  36.873947   24.88   -138.90 -274.47 3.76    
56413   8.17    173.487165  -48.818938  23.61   -272.65 -121.70 0.99    0.726
56423   7.29    173.529719  65.243057   23.27   -50.30  -216.46 0.65    0.549
56477   11.89   173.683750  48.807606   20.58   -189.95 -81.23  3.86    
56622   7.16    174.149502  56.135575   22.92   -178.35 -92.25  1.36    0.710
56641   8.86    174.207676  -12.350532  20.45   13.57   -44.18  2.88    0.804
56675   5.64    174.316427  -75.896541  23.75   -128.21 -1.21   0.56    0.362
56760   8.89    174.546347  -51.575217  24.34   -67.10  -87.12  1.22    0.771
56770   5.56    174.586199  43.625514   21.91   -146.17 -34.98  0.72    0.348
56905   11.59   174.975470  59.694563   23.21   -147.08 -252.78 2.28    1.360
56930   9.66    175.069627  9.512314    22.98   -149.68 -93.43  1.59    0.911
56950   8.07    175.120827  -64.464231  21.34   70.76   -16.30  0.75    0.606
56955   8.50    175.128168  3.654319    24.27   153.32  -81.85  1.19    0.765
57001   6.44    175.285847  -29.196822  24.08   -305.06 225.64  0.76    0.651
57029   5.73    175.393752  31.745984   24.42   -351.85 30.63   0.73    0.440
57059   9.22    175.456469  -40.573507  21.08   -308.79 -56.31  1.40    0.865
57080   7.08    175.516480  12.285220   20.46   11.27   -125.43 0.83    0.498
57112   9.02    175.626350  23.906359   23.43   63.14   87.61   1.84    0.794
57202   9.42    175.948880  18.522407   22.95   -151.45 10.23   3.92    1.131
57269   8.91    176.160777  -49.417320  20.55   -137.21 -47.71  2.38    0.910
57291   7.47    176.210552  -58.703540  23.81   -63.05  -69.87  0.83    0.721
57352   7.99    176.383459  -71.244812  20.61   -28.25  -45.88  0.73    0.680
57402   8.51    176.527083  -38.147058  21.11   156.83  -142.97 1.16    0.592
57555   11.40   176.954382  4.988044    24.72   -135.52 -96.03  2.85    1.294
57587   6.24    177.098125  -10.312840  23.49   -105.90 -109.06 0.80    0.585
57658   9.12    177.367252  0.609179    23.29   -133.55 -13.66  1.65    0.828
57713   9.19    177.533306  4.907862    21.01   -251.95 -195.14 1.49    0.776
57819   6.34    177.841835  -12.187922  22.25   -239.32 45.48   0.80    0.410
57859   8.97    177.991952  48.088569   20.16   -207.29 38.45   3.04    0.977
57931   9.40    178.221051  -50.292840  20.27   -80.50  7.36    1.47    0.860
57984   11.24   178.405512  49.600479   21.00   -130.63 -74.97  2.33    1.316
58019   10.92   178.503488  29.554154   23.17   -79.93  -81.67  2.15    1.225
58029   8.44    178.522559  -29.982449  22.42   -125.51 -32.84  0.87    0.724
58056   10.50   178.607110  15.253785   24.13   26.36   -167.02 5.32    1.180
58057   6.46    178.608577  -37.749074  21.50   -331.05 57.19   0.97    0.528
58085   6.38    178.685908  -66.376039  23.09   14.51   -65.43  0.59    0.406
58121   8.40    178.814739  -66.408928  24.18   13.01   -63.83  0.84    0.693
58180   8.59    178.988329  -77.008413  21.30   -44.72  0.89    0.69    0.705
58237   9.50    179.171762  -2.778850   22.18   -65.06  -42.53  1.41    0.945
58254   7.94    179.213027  -38.849273  20.99   32.81   -22.98  0.85    0.650
58268   6.73    179.251609  -4.782789   20.02   -154.43 5.96    0.92    0.486
58287   6.60    179.311269  40.343890   21.62   -159.22 -61.39  0.83    0.513
58290   8.16    179.315618  -48.743471  24.54   -106.19 -18.60  1.05    0.614
58315   9.05    179.375107  -39.217747  21.92   129.22  -103.41 1.10    0.802
58348   10.34   179.491641  -51.500674  23.15   -228.72 36.54   3.47    1.023
58369   6.42    179.530203  32.274059   21.09   -108.43 -62.38  0.82    0.331
58412   11.03   179.649535  59.556164   22.01   -738.50 -6.89   6.23    1.340
58515   10.78   180.001842  -18.408068  20.12   -261.63 15.45   1.90    1.170
58558   8.23    180.114665  -4.548452   23.36   -107.98 -146.83 1.09    0.753
58608   10.90   180.280465  -1.732034   22.97   -462.26 198.38  2.20    1.097
58722   8.53    180.664313  -10.713595  20.35   33.59   -17.81  1.22    0.708
58770   10.05   180.812450  47.842606   23.18   -161.58 0.84    1.75    1.098
58799   6.51    180.902584  -39.008965  21.43   -369.36 -44.53  0.98    0.500
58815   8.74    180.948481  -44.118004  22.38   122.62  17.53   4.49    0.716
58872   10.85   181.109779  -5.749590   20.73   117.25  -142.68 2.20    1.224
58876   7.92    181.140891  66.336461   20.86   -57.56  52.61   0.72    0.596
58945   11.12   181.298009  12.160445   24.44   -87.52  -25.52  2.47    1.300
58986   10.83   181.409483  -4.740214   21.25   -116.91 -182.04 2.02    1.034
59077   9.35    181.728169  -38.106336  20.00   -82.96  -44.98  2.19    0.773
59080   8.44    181.734880  5.804008    22.87   244.13  -246.64 1.72    0.775
59126   9.63    181.869492  13.033251   24.08   -379.32 -139.71 1.38    0.958
59145   9.73    181.917494  1.602610    24.44   -211.19 -167.18 1.52    1.049
59175   7.33    182.029470  39.655516   21.77   -149.66 -7.74   0.93    0.515
59180   8.45    182.041058  55.464934   21.54   -180.35 -32.53  3.71    0.567
59247   11.04   182.303996  19.468375   24.05   201.98  -287.28 2.13    1.290
59301   11.39   182.494913  5.454721    24.11   29.88   -105.78 5.50    1.440
59309   5.72    182.514632  5.806963    22.81   -159.75 18.33   0.86    0.352
59310   10.06   182.518953  18.976810   22.78   -157.88 -40.55  1.56    1.100
59318   9.05    182.533601  -56.990022  20.09   -153.85 0.48    1.30    0.754
59382   8.07    182.748525  22.862001   23.31   202.24  -74.86  1.09    0.773
59417   8.20    182.825097  -5.925823   20.11   -272.73 -105.48 1.02    0.626
59419   9.32    182.830605  -44.861297  22.52   -236.02 -12.43  1.26    0.884
59433   6.59    182.868762  -44.282758  23.69   142.52  -38.09  0.73    0.467
59486   8.74    182.998209  23.093250   22.75   -250.14 -29.24  1.16    0.786
59519   9.96    183.095439  -6.358834   22.94   -288.18 -315.64 1.63    0.993
59533   9.16    183.121824  -66.007679  22.82   -172.52 -54.29  1.02    0.846
59559   10.93   183.216406  -7.038440   24.69   -191.10 -33.36  5.21    1.431
59608   5.85    183.358310  10.262360   20.18   -94.48  -7.95   0.72    0.262
59655   8.71    183.515446  4.995819    21.94   -244.70 -103.72 1.22    0.810
59767   6.27    183.836129  87.699989   21.48   -27.15  51.95   0.54    0.346
59772   9.50    183.847484  37.463490   24.53   -82.89  -93.93  1.39    0.902
59827   8.64    184.027238  40.659675   21.41   22.65   -12.70  8.44    0.624
59901   9.11    184.284976  -57.702430  21.75   -67.81  -49.81  1.27    0.835
59904   9.39    184.309910  39.827511   24.26   61.41   -137.89 1.46    0.957
59914   9.37    184.350187  -21.058004  22.88   -110.95 -162.14 2.38    0.955
59926   6.81    184.383770  -48.925489  23.68   -263.57 -39.56  0.85    0.574
60016   8.76    184.623538  -42.427188  21.99   20.25   -114.76 1.11    0.841
60024   8.41    184.650449  -44.145036  22.28   42.83   -26.41  1.19    0.685
60028   9.41    184.658374  -51.490787  21.81   -46.22  68.20   1.52    0.986
60048   7.95    184.725094  -40.127673  22.88   108.83  -63.32  0.96    0.606
60098   6.38    184.873588  28.157222   20.12   -202.47 -125.69 0.77    0.523
60170   5.52    185.082167  26.619751   20.78   -66.70  -110.40 0.69    1.091
60186   11.62   185.139621  31.134632   21.26   5.72    -29.25  3.10    1.594
60230   7.31    185.264734  25.031315   20.05   -226.04 140.68  0.84    0.880
60268   8.23    185.368748  61.747888   24.27   -300.60 -262.21 0.79    0.622
60325   9.97    185.536685  11.568580   22.37   -159.94 -43.68  1.56    1.040
60331   7.97    185.552735  73.248035   23.16   -455.36 184.36  0.67    0.744
60346   9.54    185.598735  32.612658   24.90   109.02  -293.95 1.43    0.940
60422   12.00   185.834877  -35.051023  20.18   -221.40 -15.44  3.39    1.415
60433   10.02   185.862919  20.291035   22.31   -408.50 -86.59  1.54    1.070
60438   10.84   185.867843  -23.161401  22.67   -69.84  17.29   2.09    1.527
60462   9.42    185.928251  -30.776534  24.35   -259.73 202.62  1.55    0.840
60497   7.75    186.042309  -57.918214  20.05   48.23   -35.26  0.88    0.557
60501   10.70   186.049948  3.930971    21.36   -12.08  -132.78 1.99    1.577
60541   7.97    186.164203  5.035516    20.97   -33.46  -265.47 0.94    0.578
60588   7.38    186.270687  60.697369   23.54   144.12  -6.20   0.72    0.569
60601   6.29    186.323426  -65.769612  20.87   -63.26  -99.22  0.66    0.965
60614   11.59   186.346273  37.724755   24.09   -53.76  -193.24 2.50    
60633   10.05   186.395993  21.832716   24.07   -84.88  -167.19 1.50    1.130
60642   10.07   186.431436  -25.767798  20.14   -121.18 73.23   1.64    0.970
60652   9.65    186.472777  62.182099   22.65   -327.48 83.31   1.17    0.924
60764   10.56   186.831979  75.403535   23.99   -224.29 123.11  1.37    1.200
60825   7.43    187.011226  -68.732219  20.53   -0.61   -153.72 0.63    0.467
60829   8.31    187.017605  -15.651789  21.67   -271.86 -135.19 0.93    0.710
60832   8.12    187.020613  44.791804   23.61   -178.89 -2.23   3.71    0.680
60845   6.82    187.069960  -61.765323  20.59   75.28   -158.89 1.19    0.670
60870   6.15    187.140998  -56.407266  23.68   -232.75 -226.30 0.72    0.920
60953   11.36   187.416856  -0.162197   20.25   -232.92 -154.03 2.62    1.029
60988   6.21    187.512932  51.535570   22.15   -293.08 25.33   0.67    0.536
61043   11.00   187.661527  20.369659   22.52   -97.13  -138.98 1.98    1.570
61044   7.91    187.675398  50.974997   21.02   -224.27 -188.74 0.79    0.697
61072   7.33    187.753044  31.423770   22.73   8.76    26.27   0.81    0.534
61198   9.17    188.114537  28.084914   22.80   -80.07  -120.06 1.21    0.841
61224   10.12   188.188245  -8.648940   22.52   132.62  -168.81 1.59    1.000
61276   10.05   188.360877  40.404170   22.77   -179.00 17.33   1.62    1.002
61289   10.71   188.383671  23.835117   20.08   -412.21 -54.82  2.01    1.190
61293   7.50    188.391569  72.479196   20.83   90.30   -36.35  0.63    0.571
61296   5.58    188.392788  -12.830328  20.58   -16.99  51.63   0.80    0.861
61323   8.36    188.454156  -23.515465  20.53   100.47  -117.22 1.12    0.563
61359   2.65    188.596809  -23.396623  23.34   0.86    -56.00  0.80    0.893
61385   8.75    188.685574  15.807747   24.01   -9.54   -193.17 1.13    0.840
61443   6.22    188.874108  -61.841398  21.58   -270.92 -73.27  0.61    0.731
61505   7.89    189.027908  -42.852152  21.23   -142.96 -60.21  0.98    0.666
61522   9.18    189.072190  77.552044   20.28   280.38  -263.86 0.93    0.760
61527   10.38   189.084378  9.384703    20.10   -120.59 -10.61  2.12    0.970
61578   6.95    189.278074  -2.321749   21.48   155.46  -145.78 0.86    0.484
61622   3.85    189.426366  -48.541288  24.77   -186.61 -6.45   0.69    0.049
61687   8.52    189.683677  -5.327404   23.22   312.97  -111.42 2.76    0.894
61739   8.99    189.810781  29.235991   23.82   151.39  -230.37 1.09    0.865
61743   8.90    189.815809  -32.725918  21.66   -41.98  -66.19  1.33    0.893
61750   10.98   189.822184  54.457749   21.68   4.42    -13.28  1.95    0.982
61775   9.05    189.913046  -37.286287  21.63   -271.02 -266.39 2.74    1.053
61811   7.88    190.017371  68.802369   22.25   -438.45 30.61   0.68    0.610
61816   8.94    190.028801  20.810012   20.81   201.69  -368.50 1.63    0.816
61907   9.34    190.302193  -47.660054  21.84   -69.87  -200.82 1.36    0.882
61986   9.28    190.544762  26.360812   24.34   -3.70   71.24   2.48    1.071
62039   7.83    190.747723  -4.048894   21.51   -219.44 -179.70 0.84    0.675
62118   9.47    190.968057  -32.050913  21.00   -73.69  -197.35 1.23    0.819
62124   8.78    190.977569  34.343951   22.90   -355.20 -96.44  1.65    0.839
62160   10.62   191.093167  -3.001445   21.52   62.39   -167.41 1.84    1.278
62175   8.01    191.121771  58.690863   22.10   -213.11 27.99   0.81    0.662
62277   7.13    191.428513  -50.179661  20.35   -248.85 -86.80  0.83    0.445
62304   8.05    191.504124  -9.312881   21.42   311.63  -219.22 1.10    0.654
62325   5.65    191.593248  9.540790    22.36   278.73  -455.04 1.00    0.989
62349   6.83    191.636549  24.145576   22.98   -114.20 -216.47 0.85    0.540
62454   11.38   191.994475  22.941625   24.14   -46.76  -99.71  2.40    1.567
62636   6.99    192.522044  -7.632229   20.64   -239.76 10.81   0.90    0.432
62739   9.11    192.833103  28.857968   21.75   -150.81 -190.54 1.40    0.840
62744   9.44    192.846111  -48.102521  20.23   -17.87  -7.14   1.55    0.841
62772   10.51   192.946703  22.544295   23.19   34.32   2.03    1.84    1.326
62809   8.48    193.051550  -56.573908  22.09   -687.39 -219.85 1.07    0.616
62896   4.25    193.358942  -40.178819  21.03   69.64   -21.83  0.78    0.224
62904   6.42    193.384169  19.481491   22.71   -150.31 -176.84 0.90    0.805
62921   8.53    193.424551  -13.645072  20.29   105.48  56.49   1.27    0.658
62925   7.69    193.427841  -27.404193  20.90   -32.72  -40.24  0.90    0.520
62979   9.88    193.568319  -25.534432  20.57   69.31   -2.59   1.36    0.915
63023   10.41   193.734086  -6.338176   24.08   -298.58 -174.93 1.66    1.186
63048   7.80    193.784466  27.766536   23.84   -10.51  -72.95  1.00    0.665
63181   10.05   194.163245  36.865892   24.99   61.67   11.22   1.55    1.060
63317   8.67    194.633615  38.278872   22.50   -129.30 -44.15  1.45    0.738
63404   9.41    194.887102  -38.220045  22.66   -93.25  -58.51  1.44    1.104
63419   8.70    194.939587  -4.430212   24.67   14.50   -27.54  1.05    0.779
63490   6.01    195.136288  -33.505092  24.98   -74.19  -71.81  0.94    0.386
63497   6.20    195.161900  18.372865   24.49   -234.60 59.27   0.78    0.466
63506   11.36   195.191110  42.212214   24.13   -397.59 26.02   2.36    1.577
63530   7.56    195.277965  -33.480029  22.44   108.66  -42.02  0.91    0.569
63652   10.43   195.685538  -55.679811  21.85   -3.52   8.44    20.95   
63661   11.53   195.714790  -2.674047   22.31   -314.46 35.53   2.92    
63862   8.33    196.320546  -50.856606  22.11   -134.58 -3.92   1.15    0.678
63905   8.37    196.442846  -18.825825  21.98   -106.40 -12.28  1.13    0.692
63948   6.00    196.588679  21.153510   20.03   -69.06  -46.54  1.35    0.393
64006   7.31    196.735303  -34.121733  20.66   -224.58 -80.27  0.95    0.469
64058   8.75    196.919545  -50.350865  22.58   -229.47 -61.02  1.30    0.746
64076   8.50    196.972548  62.983107   20.75   -36.62  11.70   0.75    0.634
64091   8.76    197.011951  -77.309814  23.70   46.98   -67.75  1.22    1.035
64131   8.56    197.160563  29.383406   20.43   208.05  -80.15  1.09    0.606
64185   9.82    197.318334  58.575828   23.84   -221.13 -253.12 1.15    1.099
64390   5.92    197.964090  -69.942020  22.67   35.02   1.26    0.59    0.415
64426   7.30    198.083747  17.517128   24.65   -582.69 -1.98   1.44    0.525
64443   9.76    198.126655  -34.753965  21.30   -244.24 -274.78 2.53    0.748
64499   8.28    198.305926  -5.023438   20.23   235.81  -89.76  1.21    0.735
64573   8.18    198.539143  -16.558386  21.74   135.96  -141.09 2.08    0.817
64688   8.06    198.878093  -8.055301   22.70   43.81   57.56   0.96    0.705
64706   9.31    198.930820  11.896257   21.78   -138.56 148.02  4.44    0.865
64726   8.39    198.996927  4.646745    20.58   -135.91 27.07   0.96    0.616
64747   8.29    199.046074  35.886289   22.39   267.61  -172.92 0.98    0.640
64761   8.24    199.082793  27.735292   22.69   72.57   -364.89 1.11    0.717
64804   8.06    199.223455  -34.598392  22.67   -103.74 -21.74  1.57    0.740
64861   9.68    199.424543  84.715661   21.71   274.12  -79.18  0.91    0.872
64934   9.43    199.651528  -57.454269  24.54   4.54    50.14   1.78    0.907
64962   2.99    199.730222  -23.171412  24.69   68.41   -41.09  0.70    0.920
65036   7.43    199.963697  -70.854947  23.05   -391.81 -30.94  0.70    0.742
65100   8.54    200.125864  -66.533484  21.87   -48.69  -107.36 1.02    0.667
65116   8.37    200.163744  -14.772378  24.36   35.00   -10.63  1.23    0.645
65135   6.51    200.213034  43.990119   20.60   -147.44 27.59   0.84    0.424
65363   7.86    200.936440  19.091242   20.59   24.95   -18.34  0.93    0.576
65385   12.42   201.000862  -52.890522  20.85   -13.43  -7.55   5.21    
65429   7.24    201.161273  83.308290   21.62   24.58   92.58   0.56    0.700
65485   9.31    201.322493  42.699479   20.54   27.55   -65.58  1.13    0.777
65518   8.26    201.450508  44.493971   20.40   10.63   -23.70  1.53    0.721
65626   9.64    201.825416  -39.952367  21.30   -17.57  -182.51 1.37    0.936
65706   11.21   202.074522  30.046562   20.74   -184.85 -185.24 1.97    1.577
65708   7.44    202.077407  -0.839203   21.79   224.05  -405.85 0.90    0.651
65740   11.80   202.136794  -23.098170  21.76   236.92  -125.67 4.98    
65775   7.64    202.264113  42.238306   25.00   -129.90 -16.73  0.87    0.594
65937   9.70    202.752265  36.441071   24.41   -130.36 -11.51  8.11    1.030
65935   9.61    202.755562  42.983494   24.06   -236.92 -63.28  4.94    0.902
65956   9.95    202.843312  -18.066700  24.22   -130.62 -44.15  1.78    1.070
65963   8.87    202.870149  -8.007070   21.41   -254.17 -111.62 1.20    0.721
65971   8.07    202.890889  58.952867   22.19   -44.99  18.60   0.72    0.585
66032   9.17    203.067678  -47.418356  24.81   -146.64 -76.65  1.55    0.889
66060   6.45    203.143831  -29.565282  21.17   -77.97  7.92    0.86    0.438
66072   9.64    203.174063  22.502019   21.55   -132.70 -71.52  1.95    1.030
66209   8.45    203.554963  -47.243924  22.34   87.99   74.00   1.19    0.649
66257   4.91    203.698943  37.182439   22.46   84.70   -9.81   0.62    0.404
66262   10.19   203.708691  47.376249   22.61   -336.65 -17.39  1.47    1.165
66267   9.80    203.727561  74.500449   22.27   -438.04 -20.34  1.34    1.290
66287   8.81    203.788380  24.806561   20.00   -37.38  33.95   1.07    0.705
66290   6.91    203.798228  22.499418   22.79   -248.35 128.08  0.86    0.466
66309   9.48    203.848125  62.908023   22.98   -364.42 39.61   0.98    1.059
66315   10.85   203.869844  46.559945   24.02   465.55  -558.60 3.49    1.039
66322   7.11    203.882218  -22.024465  20.14   -130.30 -36.89  0.92    0.483
66367   7.05    204.061575  -0.930859   20.25   -221.86 -53.74  0.92    0.531
66441   10.64   204.307985  30.087169   20.70   -151.98 34.59   10.56   0.854
66487   9.33    204.454651  -35.449069  21.47   -40.88  74.09   1.33    0.958
66514   7.77    204.508845  39.178441   20.97   -225.46 -147.38 1.06    0.698
66530   8.19    204.557435  -23.689200  20.57   -194.67 89.77   0.99    0.652
66563   5.81    204.675525  -29.560680  20.42   -86.56  -77.17  0.80    0.431
66593   10.47   204.757319  35.971897   20.91   39.61   -73.02  1.82    1.100
66712   7.73    205.123528  32.835901   20.19   23.07   -9.31   0.87    0.564
66754   8.46    205.234972  -54.819762  22.95   -73.12  -35.93  1.06    0.646
66814   9.14    205.427929  -62.173808  23.62   -310.08 -106.87 1.16    0.921
66854   9.15    205.515284  -48.465444  21.59   -172.12 -148.77 1.25    0.780
67027   11.45   206.042296  4.877013    21.06   -450.33 -212.66 2.72    1.310
67031   9.12    206.053845  -8.488297   24.80   -8.84   -8.42   1.12    0.870
67055   9.21    206.123940  -16.854501  22.11   -138.44 30.51   1.28    0.876
67086   10.84   206.260014  2.092107    20.49   -21.95  -5.10   3.99    1.400
67109   7.96    206.329419  68.999325   22.67   116.17  52.03   0.70    0.552
67120   8.30    206.345513  11.479297   22.14   39.99   -7.79   1.14    0.657
67126   9.86    206.369966  -58.645146  22.26   -485.88 35.35   1.88    1.112
67152   10.51   206.416337  1.462642    22.94   26.89   -62.54  2.02    1.220
67195   6.51    206.557953  30.897248   22.26   -258.00 -97.33  0.75    0.491
67205   8.66    206.573367  -68.138778  21.42   -262.93 -24.80  1.18    0.784
67203   8.21    206.573402  -30.474443  20.68   35.08   -16.88  1.07    0.612
67285   10.27   206.848520  -6.135476   23.52   -338.90 -575.27 1.70    1.002
67389   6.73    207.174292  -37.127402  21.69   34.47   -5.98   0.81    0.434
67458   7.92    207.363381  -26.349585  23.06   -36.47  -53.68  0.96    0.709
67476   10.30   207.413866  34.991199   20.16   -22.22  2.96    7.35    0.657
67493   8.15    207.463570  14.884284   22.86   -212.98 -148.09 1.05    0.594
67501   10.11   207.491959  15.365418   21.24   -104.22 -313.26 1.67    1.020
67594   9.79    207.761910  23.762767   20.94   49.28   -76.40  3.88    1.020
67623   11.00   207.843563  26.326221   20.99   -36.52  -109.06 2.33    1.370
67670   9.57    207.961193  -78.211019  24.59   -11.52  158.70  7.84    1.030
67882   9.01    208.543899  10.248491   20.43   188.85  -210.34 1.46    0.729
67934   11.16   208.682961  -20.578926  23.43   29.56   -162.20 2.25    1.305
67967   10.34   208.779355  -8.622671   20.58   -147.17 12.76   2.87    1.091
68076   8.45    209.074862  66.944595   22.52   -138.67 54.99   0.73    0.770
68107   7.68    209.152195  -10.033876  20.43   -235.32 -30.85  1.41    0.541
68134   7.65    209.229206  44.282512   22.47   -23.63  8.18    0.85    0.612
68162   7.54    209.322913  -56.039838  22.54   -250.55 -84.02  0.91    0.593
68165   9.98    209.326268  6.982286    21.33   -250.29 -89.35  1.93    0.880
68342   10.75   209.841200  25.240033   24.23   -529.30 -93.66  2.09    1.447
68348   7.39    209.865214  -5.423377   20.78   55.32   -199.01 0.93    0.493
68374   10.49   209.939883  -26.644445  20.97   192.61  -59.97  3.15    0.995
68434   6.73    210.150481  -26.266032  22.80   -23.33  -157.47 0.78    0.473
68552   9.51    210.499696  -21.133117  20.61   -202.74 -143.21 1.78    0.926
68629   10.69   210.717084  -13.625612  20.09   -177.18 136.16  2.76    0.876
68689   11.43   210.905984  -10.603967  23.05   -237.83 -60.88  3.08    1.300
68734   8.63    211.047282  37.369398   20.34   17.95   -42.97  1.14    0.741
68783   8.52    211.180145  4.778913    22.97   -47.95  196.37  1.04    0.673
68785   6.95    211.191420  25.818013   22.98   6.68    -110.21 0.87    0.484
68792   7.58    211.215761  58.867461   20.94   -178.82 19.41   0.64    0.635
68796   8.21    211.239144  74.573362   22.84   -147.22 90.12   0.68    0.590
68805   8.08    211.294801  -9.048493   20.62   -103.93 -5.34   1.20    0.612
68826   9.97    211.381902  -36.548876  20.71   -24.17  -11.93  9.40    0.307
68889   10.29   211.574387  3.235699    22.60   -328.27 -4.10   2.90    1.177
68900   10.06   211.601651  -16.212588  22.81   -210.29 -148.19 1.66    1.023
69012   6.45    211.923162  -49.867866  24.74   -37.28  106.39  1.26    0.660
69028   11.17   211.967000  19.965895   24.26   -44.60  -115.02 2.51    1.447
69109   11.07   212.209218  4.540985    23.40   290.21  -397.73 2.36    1.147
69129   9.25    212.256595  -51.937387  22.06   -324.98 -176.74 1.32    0.875
69201   9.68    212.513542  -61.520210  20.95   -460.09 -644.77 1.65    0.776
69220   8.29    212.573305  -44.988956  20.49   26.58   -312.49 1.10    0.690
69224   9.63    212.590409  -44.978553  20.63   37.09   -314.16 1.70    0.897
